left_path,right_path,label,chromosome_id,case_id,pair_key,left_single_label,right_single_label,left_filename,right_filename,abnormal_type
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_11/183079.14~A11.K_11L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_11/183079.14~A11.K_11R.png,0,11,183079,183079.14~A11.K_11,0,0,183079.14~A11.K_11L.png,183079.14~A11.K_11R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_12/183426.4~A39.K_12L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_12/183426.4~A39.K_12R.png,0,12,183426,183426.4~A39.K_12,0,0,183426.4~A39.K_12L.png,183426.4~A39.K_12R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_22/Q250870.3~A35.K_22L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_22/Q250870.3~A35.K_22R.png,0,22,Q250870,Q250870.3~A35.K_22,0,0,Q250870.3~A35.K_22L.png,Q250870.3~A35.K_22R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_x/183262.14~A8.K_xL.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_x/183262.14~A8.K_xR.png,0,X,183262,183262.14~A8.K_x,0,0,183262.14~A8.K_xL.png,183262.14~A8.K_xR.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_03/Q242362M.5~A5.K_3L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_03/Q242362M.5~A5.K_3R.png,0,3,Q242362M,Q242362M.5~A5.K_3,0,0,Q242362M.5~A5.K_3L.png,Q242362M.5~A5.K_3R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_07/Q251136.14~A17.K_7L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_07/Q251136.14~A17.K_7R.png,0,7,Q251136,Q251136.14~A17.K_7,0,0,Q251136.14~A17.K_7L.png,Q251136.14~A17.K_7R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_03/183079.14~A11.K_3L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_03/183079.14~A11.K_3R.png,0,3,183079,183079.14~A11.K_3,0,0,183079.14~A11.K_3L.png,183079.14~A11.K_3R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_18/183262.3~A30.K_18L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_18/183262.3~A30.K_18R.png,0,18,183262,183262.3~A30.K_18,0,0,183262.3~A30.K_18L.png,183262.3~A30.K_18R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A50.K_1L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A50.K_1R.png,0,1,169598,169598.12~A50.K_1,0,0,169598.12~A50.K_1L.png,169598.12~A50.K_1R.png,normal
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_05/Q251136.3~A16.K_5L.png,/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_05/Q251136.3~A16.K_5R.png,0,5,Q251136,Q251136.3~A16.K_5,0,0,Q251136.3~A16.K_5L.png,Q251136.3~A16.K_5R.png,normal
